bundle,prefix,animation,sprite,palette,palette_status,sprite_width,sprite_height,trim_width,trim_height,bbox_left,bbox_top,bbox_right,bbox_bottom,path
battle_unit16,npc68,wait,npc68_wait_3,npc68_palette,applied,27,41,25,39,1,1,26,40,Sprites/Pixel/battle_unit16/npc68/npc68_wait_3.png
battle_unit16,MonsterFlowerM5set01,anime1,MonsterFlowerM5set01_anime1_8,MonsterFlowerM5set01_palette,applied,29,44,27,42,1,1,28,43,Sprites/Pixel/battle_unit16/MonsterFlowerM5set01/MonsterFlowerM5set01_anime1_8.png
battle_unit16,MonsterFlowerM5set01,anime1,MonsterFlowerM5set01_anime1_0,MonsterFlowerM5set01_palette,applied,5,5,3,3,1,1,4,4,Sprites/Pixel/battle_unit16/MonsterFlowerM5set01/MonsterFlowerM5set01_anime1_0.png
battle_unit16,MonsterFlowerMset01,anime1,MonsterFlowerMset01_anime1_5,MonsterFlowerMset01_palette,applied,23,30,21,28,1,1,22,29,Sprites/Pixel/battle_unit16/MonsterFlowerMset01/MonsterFlowerMset01_anime1_5.png
battle_unit16,MonsterHermitcrabMset01,idle,MonsterHermitcrabMset01_idle_0,MonsterHermitcrabMset01_palette,applied,36,39,34,37,1,1,35,38,Sprites/Pixel/battle_unit16/MonsterHermitcrabMset01/MonsterHermitcrabMset01_idle_0.png
battle_unit16,MonsterFlowerM5set01,idle,MonsterFlowerM5set01_idle_0,MonsterFlowerM5set01_palette,applied,38,52,36,50,1,1,37,51,Sprites/Pixel/battle_unit16/MonsterFlowerM5set01/MonsterFlowerM5set01_idle_0.png
battle_unit16,MonsterSpiderM2set01,idle,MonsterSpiderM2set01_idle_2,MonsterSpiderM2set01_palette,applied,37,33,35,31,1,1,36,32,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_idle_2.png
battle_unit16,MonsterSlimeM3set01,idle,MonsterSlimeM3set01_idle_10,MonsterSlimeM3set01_palette,applied,50,47,48,45,1,1,49,46,Sprites/Pixel/battle_unit16/MonsterSlimeM3set01/MonsterSlimeM3set01_idle_10.png
battle_unit16,MonsterHermitcrabM2set01,injured,MonsterHermitcrabM2set01_injured_0,MonsterHermitcrabM2set01_palette,applied,46,43,44,41,1,1,45,42,Sprites/Pixel/battle_unit16/MonsterHermitcrabM2set01/MonsterHermitcrabM2set01_injured_0.png
battle_unit16,MonsterSlimeM3set01,idle,MonsterSlimeM3set01_idle_5,MonsterSlimeM3set01_palette,applied,53,45,51,43,1,1,52,44,Sprites/Pixel/battle_unit16/MonsterSlimeM3set01/MonsterSlimeM3set01_idle_5.png
battle_unit16,MonsterHermitcrabM4set01,walk,MonsterHermitcrabM4set01_walk_7,MonsterHermitcrabM4set01_palette,applied,46,43,44,41,1,1,45,42,Sprites/Pixel/battle_unit16/MonsterHermitcrabM4set01/MonsterHermitcrabM4set01_walk_7.png
battle_unit16,MonsterHermitcrabM3set01,attack,MonsterHermitcrabM3set01_attack_7,MonsterHermitcrabM3set01_palette,applied,46,43,44,41,1,1,45,42,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_attack_7.png
battle_unit16,npc65,plot2,npc65_plot2_10,npc65_palette,applied,32,37,30,35,1,1,31,36,Sprites/Pixel/battle_unit16/npc65/npc65_plot2_10.png
battle_unit16,npc64,plot1,npc64_plot1_16,npc64_palette,applied,39,44,37,42,1,1,38,43,Sprites/Pixel/battle_unit16/npc64/npc64_plot1_16.png
battle_unit16,npc65,wait,npc65_wait_2,npc65_palette,applied,29,49,27,47,1,1,28,48,Sprites/Pixel/battle_unit16/npc65/npc65_wait_2.png
battle_unit16,MonsterHermitcrabM3set01,walk,MonsterHermitcrabM3set01_walk_3,MonsterHermitcrabM3set01_palette,applied,43,42,41,40,1,1,42,41,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_walk_3.png
battle_unit16,MonsterNightmareM3set01,idle,MonsterNightmareM3set01_idle_15,MonsterNightmareM3set01_palette,applied,54,44,52,42,1,1,53,43,Sprites/Pixel/battle_unit16/MonsterNightmareM3set01/MonsterNightmareM3set01_idle_15.png
battle_unit16,npc66,move,npc66_move_7,npc66_palette,applied,37,27,35,25,1,1,36,26,Sprites/Pixel/battle_unit16/npc66/npc66_move_7.png
battle_unit16,MonsterNightmareM2set01,idle,MonsterNightmareM2set01_idle_5,MonsterNightmareM2set01_palette,applied,55,48,53,46,1,1,54,47,Sprites/Pixel/battle_unit16/MonsterNightmareM2set01/MonsterNightmareM2set01_idle_5.png
battle_unit16,npc65,idle,npc65_idle_1,npc65_palette,applied,28,53,26,51,1,1,27,52,Sprites/Pixel/battle_unit16/npc65/npc65_idle_1.png
battle_unit16,MonsterHermitcrabM4set01,walk,MonsterHermitcrabM4set01_walk_0,MonsterHermitcrabM4set01_palette,applied,43,45,41,43,1,1,42,44,Sprites/Pixel/battle_unit16/MonsterHermitcrabM4set01/MonsterHermitcrabM4set01_walk_0.png
battle_unit16,npc68,wait,npc68_wait_2,npc68_palette,applied,29,42,27,40,1,1,28,41,Sprites/Pixel/battle_unit16/npc68/npc68_wait_2.png
battle_unit16,MonsterNightmareMset01,idle,MonsterNightmareMset01_idle_15,MonsterNightmareMset01_palette,applied,54,44,52,42,1,1,53,43,Sprites/Pixel/battle_unit16/MonsterNightmareMset01/MonsterNightmareMset01_idle_15.png
battle_unit16,YCaishasword,idle,YCaishasword_idle_0,YCaishasword_palette,applied,33,12,31,10,1,1,32,11,Sprites/Pixel/battle_unit16/YCaishasword/YCaishasword_idle_0.png
battle_unit16,npc64,plot2,npc64_plot2_15,npc64_palette,applied,34,35,32,33,1,1,33,34,Sprites/Pixel/battle_unit16/npc64/npc64_plot2_15.png
battle_unit16,npc64,idle,npc64_idle_4,npc64_palette,applied,26,49,24,47,1,1,25,48,Sprites/Pixel/battle_unit16/npc64/npc64_idle_4.png
battle_unit16,MonsterNightmareM3set01,injured,MonsterNightmareM3set01_injured_1,MonsterNightmareM3set01_palette,applied,51,41,49,39,1,1,50,40,Sprites/Pixel/battle_unit16/MonsterNightmareM3set01/MonsterNightmareM3set01_injured_1.png
battle_unit16,npc65,idle,npc65_idle_5,npc65_palette,applied,27,52,25,50,1,1,26,51,Sprites/Pixel/battle_unit16/npc65/npc65_idle_5.png
battle_unit16,MonsterNightmareM4set01,injured,MonsterNightmareM4set01_injured_1,MonsterNightmareM4set01_palette,applied,51,41,49,39,1,1,50,40,Sprites/Pixel/battle_unit16/MonsterNightmareM4set01/MonsterNightmareM4set01_injured_1.png
battle_unit16,npc65,idle,npc65_idle_2,npc65_palette,applied,29,54,27,52,1,1,28,53,Sprites/Pixel/battle_unit16/npc65/npc65_idle_2.png
battle_unit16,npc66,plot2,npc66_plot2_2,npc66_palette,applied,37,29,35,27,1,1,36,28,Sprites/Pixel/battle_unit16/npc66/npc66_plot2_2.png
battle_unit16,MonsterNightmareM5set01,injured,MonsterNightmareM5set01_injured_0,MonsterNightmareM5set01_palette,applied,53,40,51,38,1,1,52,39,Sprites/Pixel/battle_unit16/MonsterNightmareM5set01/MonsterNightmareM5set01_injured_0.png
battle_unit16,MonsterSpiderM2set01,walk,MonsterSpiderM2set01_walk_1,MonsterSpiderM2set01_palette,applied,45,38,43,36,1,1,44,37,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_walk_1.png
battle_unit16,npc65,plot1,npc65_plot1_6,npc65_palette,applied,32,50,30,48,1,1,31,49,Sprites/Pixel/battle_unit16/npc65/npc65_plot1_6.png
battle_unit16,npc66,plot2,npc66_plot2_12,npc66_palette,applied,33,23,31,21,1,1,32,22,Sprites/Pixel/battle_unit16/npc66/npc66_plot2_12.png
battle_unit16,MonsterHermitcrabM4set01,attack,MonsterHermitcrabM4set01_attack_5,MonsterHermitcrabM4set01_palette,applied,50,39,48,37,1,1,49,38,Sprites/Pixel/battle_unit16/MonsterHermitcrabM4set01/MonsterHermitcrabM4set01_attack_5.png
battle_unit16,npc66,idle,npc66_idle_0,npc66_palette,applied,37,28,35,26,1,1,36,27,Sprites/Pixel/battle_unit16/npc66/npc66_idle_0.png
battle_unit16,MonsterNightmareM3set01,injured,MonsterNightmareM3set01_injured_0,MonsterNightmareM3set01_palette,applied,53,40,51,38,1,1,52,39,Sprites/Pixel/battle_unit16/MonsterNightmareM3set01/MonsterNightmareM3set01_injured_0.png
battle_unit16,MonsterNightmareM3set01,idle,MonsterNightmareM3set01_idle_1,MonsterNightmareM3set01_palette,applied,52,43,50,41,1,1,51,42,Sprites/Pixel/battle_unit16/MonsterNightmareM3set01/MonsterNightmareM3set01_idle_1.png
battle_unit16,npc64,plot1,npc64_plot1_7,npc64_palette,applied,37,39,35,37,1,1,36,38,Sprites/Pixel/battle_unit16/npc64/npc64_plot1_7.png
battle_unit16,MonsterFlowerM5set01,idle,MonsterFlowerM5set01_idle_3,MonsterFlowerM5set01_palette,applied,38,51,36,49,1,1,37,50,Sprites/Pixel/battle_unit16/MonsterFlowerM5set01/MonsterFlowerM5set01_idle_3.png
battle_unit16,MonsterNightmareM3set01,idle,MonsterNightmareM3set01_idle_2,MonsterNightmareM3set01_palette,applied,56,44,54,42,1,1,55,43,Sprites/Pixel/battle_unit16/MonsterNightmareM3set01/MonsterNightmareM3set01_idle_2.png
battle_unit16,MonsterHermitcrabMset01,walk,MonsterHermitcrabMset01_walk_5,MonsterHermitcrabMset01_palette,applied,36,38,34,36,1,1,35,37,Sprites/Pixel/battle_unit16/MonsterHermitcrabMset01/MonsterHermitcrabMset01_walk_5.png
battle_unit16,MonsterSpiderM2set01,idle,MonsterSpiderM2set01_idle_5,MonsterSpiderM2set01_palette,applied,37,31,35,29,1,1,36,30,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_idle_5.png
battle_unit16,MonsterFlowerMset01,idle,MonsterFlowerMset01_idle_3,MonsterFlowerMset01_palette,applied,32,46,30,44,1,1,31,45,Sprites/Pixel/battle_unit16/MonsterFlowerMset01/MonsterFlowerMset01_idle_3.png
battle_unit16,MonsterSpiderM2set01,attack,MonsterSpiderM2set01_attack_6,MonsterSpiderM2set01_palette,applied,51,36,49,34,1,1,50,35,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_attack_6.png
battle_unit16,npc65,plot1,npc65_plot1_20,npc65_palette,applied,32,50,30,48,1,1,31,49,Sprites/Pixel/battle_unit16/npc65/npc65_plot1_20.png
battle_unit16,MonsterNightmareM4set01,idle,MonsterNightmareM4set01_idle_8,MonsterNightmareM4set01_palette,applied,51,41,49,39,1,1,50,40,Sprites/Pixel/battle_unit16/MonsterNightmareM4set01/MonsterNightmareM4set01_idle_8.png
battle_unit16,MonsterNightmareM3set01,idle,MonsterNightmareM3set01_idle_6,MonsterNightmareM3set01_palette,applied,58,50,56,48,1,1,57,49,Sprites/Pixel/battle_unit16/MonsterNightmareM3set01/MonsterNightmareM3set01_idle_6.png
battle_unit16,npc64,plot2,npc64_plot2_9,npc64_palette,applied,29,41,27,39,1,1,28,40,Sprites/Pixel/battle_unit16/npc64/npc64_plot2_9.png
battle_unit16,npc64,plot1,npc64_plot1_14,npc64_palette,applied,40,44,38,42,1,1,39,43,Sprites/Pixel/battle_unit16/npc64/npc64_plot1_14.png
battle_unit16,MonsterHermitcrabM3set01,attack,MonsterHermitcrabM3set01_attack_1,MonsterHermitcrabM3set01_palette,applied,55,44,53,42,1,1,54,43,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_attack_1.png
battle_unit16,MonsterHermitcrabM4set01,attack,MonsterHermitcrabM4set01_attack_1,MonsterHermitcrabM4set01_palette,applied,54,48,52,46,1,1,53,47,Sprites/Pixel/battle_unit16/MonsterHermitcrabM4set01/MonsterHermitcrabM4set01_attack_1.png
battle_unit16,MonsterHermitcrabMset01,idle,MonsterHermitcrabMset01_idle_3,MonsterHermitcrabMset01_palette,applied,36,40,34,38,1,1,35,39,Sprites/Pixel/battle_unit16/MonsterHermitcrabMset01/MonsterHermitcrabMset01_idle_3.png
battle_unit16,MonsterFlowerM5set01,idle,MonsterFlowerM5set01_idle_2,MonsterFlowerM5set01_palette,applied,38,51,36,49,1,1,37,50,Sprites/Pixel/battle_unit16/MonsterFlowerM5set01/MonsterFlowerM5set01_idle_2.png
battle_unit16,MonsterHermitcrabM3set01,walk,MonsterHermitcrabM3set01_walk_6,MonsterHermitcrabM3set01_palette,applied,43,43,41,41,1,1,42,42,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_walk_6.png
battle_unit16,MonsterNightmareM5set01,idle,MonsterNightmareM5set01_idle_4,MonsterNightmareM5set01_palette,applied,54,43,52,41,1,1,53,42,Sprites/Pixel/battle_unit16/MonsterNightmareM5set01/MonsterNightmareM5set01_idle_4.png
battle_unit16,MonsterFlowerMset01,anime1,MonsterFlowerMset01_anime1_0,MonsterFlowerMset01_palette,applied,5,5,3,3,1,1,4,4,Sprites/Pixel/battle_unit16/MonsterFlowerMset01/MonsterFlowerMset01_anime1_0.png
battle_unit16,npc65,idle,npc65_idle_4,npc65_palette,applied,27,52,25,50,1,1,26,51,Sprites/Pixel/battle_unit16/npc65/npc65_idle_4.png
battle_unit16,npc65,plot2,npc65_plot2_3,npc65_palette,applied,33,50,31,48,1,1,32,49,Sprites/Pixel/battle_unit16/npc65/npc65_plot2_3.png
battle_unit16,MonsterNightmareM5set01,idle,MonsterNightmareM5set01_idle_1,MonsterNightmareM5set01_palette,applied,52,43,50,41,1,1,51,42,Sprites/Pixel/battle_unit16/MonsterNightmareM5set01/MonsterNightmareM5set01_idle_1.png
battle_unit16,MonsterNightmareM2set01,idle,MonsterNightmareM2set01_idle_9,MonsterNightmareM2set01_palette,applied,53,41,51,39,1,1,52,40,Sprites/Pixel/battle_unit16/MonsterNightmareM2set01/MonsterNightmareM2set01_idle_9.png
battle_unit16,MonsterHermitcrabM2set01,idle,MonsterHermitcrabM2set01_idle_3,MonsterHermitcrabM2set01_palette,applied,42,43,40,41,1,1,41,42,Sprites/Pixel/battle_unit16/MonsterHermitcrabM2set01/MonsterHermitcrabM2set01_idle_3.png
battle_unit16,MonsterNightmareM4set01,idle,MonsterNightmareM4set01_idle_7,MonsterNightmareM4set01_palette,applied,60,50,58,48,1,1,59,49,Sprites/Pixel/battle_unit16/MonsterNightmareM4set01/MonsterNightmareM4set01_idle_7.png
battle_unit16,npc66,attack,npc66_attack_7,npc66_palette,applied,36,26,34,24,1,1,35,25,Sprites/Pixel/battle_unit16/npc66/npc66_attack_7.png
battle_unit16,npc65,plot10,npc65_plot10_0,npc65_palette,applied,29,53,27,51,1,1,28,52,Sprites/Pixel/battle_unit16/npc65/npc65_plot10_0.png
battle_unit16,npc64,wait,npc64_wait_6,npc64_palette,applied,25,49,23,47,1,1,24,48,Sprites/Pixel/battle_unit16/npc64/npc64_wait_6.png
battle_unit16,npc66,plot2,npc66_plot2_9,npc66_palette,applied,37,30,35,28,1,1,36,29,Sprites/Pixel/battle_unit16/npc66/npc66_plot2_9.png
battle_unit16,MonsterSpiderM2set01,injured,MonsterSpiderM2set01_injured_0,MonsterSpiderM2set01_palette,applied,42,32,40,30,1,1,41,31,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_injured_0.png
battle_unit16,MonsterSlimeM3set01,idle,MonsterSlimeM3set01_idle_3,MonsterSlimeM3set01_palette,applied,54,45,52,43,1,1,53,44,Sprites/Pixel/battle_unit16/MonsterSlimeM3set01/MonsterSlimeM3set01_idle_3.png
battle_unit16,npc64,plot1,npc64_plot1_0,npc64_palette,applied,28,50,26,48,1,1,27,49,Sprites/Pixel/battle_unit16/npc64/npc64_plot1_0.png
battle_unit16,MonsterNightmareM4set01,injured,MonsterNightmareM4set01_injured_0,MonsterNightmareM4set01_palette,applied,53,40,51,38,1,1,52,39,Sprites/Pixel/battle_unit16/MonsterNightmareM4set01/MonsterNightmareM4set01_injured_0.png
battle_unit16,npc64,wait,npc64_wait_7,npc64_palette,applied,27,49,25,47,1,1,26,48,Sprites/Pixel/battle_unit16/npc64/npc64_wait_7.png
battle_unit16,npc65,plot2,npc65_plot2_2,npc65_palette,applied,32,49,30,47,1,1,31,48,Sprites/Pixel/battle_unit16/npc65/npc65_plot2_2.png
battle_unit16,npc65,plot1,npc65_plot1_18,npc65_palette,applied,31,42,29,40,1,1,30,41,Sprites/Pixel/battle_unit16/npc65/npc65_plot1_18.png
battle_unit16,npc00,wait,npc00_wait_0,npc00_palette,applied,3,3,1,1,1,1,2,2,Sprites/Pixel/battle_unit16/npc00/npc00_wait_0.png
battle_unit16,MonsterHermitcrabMset01,idle,MonsterHermitcrabMset01_idle_7,MonsterHermitcrabMset01_palette,applied,37,37,35,35,1,1,36,36,Sprites/Pixel/battle_unit16/MonsterHermitcrabMset01/MonsterHermitcrabMset01_idle_7.png
battle_unit16,MonsterSpiderM2set01,idle,MonsterSpiderM2set01_idle_7,MonsterSpiderM2set01_palette,applied,39,31,37,29,1,1,38,30,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_idle_7.png
battle_unit16,npc65,plot2,npc65_plot2_0,npc65_palette,applied,32,50,30,48,1,1,31,49,Sprites/Pixel/battle_unit16/npc65/npc65_plot2_0.png
battle_unit16,MonsterHermitcrabM4set01,idle,MonsterHermitcrabM4set01_idle_4,MonsterHermitcrabM4set01_palette,applied,44,42,42,40,1,1,43,41,Sprites/Pixel/battle_unit16/MonsterHermitcrabM4set01/MonsterHermitcrabM4set01_idle_4.png
battle_unit16,MonsterSlimeM3set01,idle,MonsterSlimeM3set01_idle_6,MonsterSlimeM3set01_palette,applied,50,47,48,45,1,1,49,46,Sprites/Pixel/battle_unit16/MonsterSlimeM3set01/MonsterSlimeM3set01_idle_6.png
battle_unit16,MonsterSlimeM3set01,attack,MonsterSlimeM3set01_attack_6,MonsterSlimeM3set01_palette,applied,59,46,57,44,1,1,58,45,Sprites/Pixel/battle_unit16/MonsterSlimeM3set01/MonsterSlimeM3set01_attack_6.png
battle_unit16,MonsterFlowerMset01,anime1,MonsterFlowerMset01_anime1_2,MonsterFlowerMset01_palette,applied,19,13,17,11,1,1,18,12,Sprites/Pixel/battle_unit16/MonsterFlowerMset01/MonsterFlowerMset01_anime1_2.png
battle_unit16,npc65,plot8,npc65_plot8_2,npc65_palette,applied,33,47,31,45,1,1,32,46,Sprites/Pixel/battle_unit16/npc65/npc65_plot8_2.png
battle_unit16,MonsterSpiderM2set01,attack,MonsterSpiderM2set01_attack_0,MonsterSpiderM2set01_palette,applied,40,32,38,30,1,1,39,31,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_attack_0.png
battle_unit16,npc66,plot2,npc66_plot2_5,npc66_palette,applied,37,30,35,28,1,1,36,29,Sprites/Pixel/battle_unit16/npc66/npc66_plot2_5.png
battle_unit16,MonsterHermitcrabM3set01,attack,MonsterHermitcrabM3set01_attack_0,MonsterHermitcrabM3set01_palette,applied,53,43,51,41,1,1,52,42,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_attack_0.png
battle_unit16,MonsterFlowerMset01,attack,MonsterFlowerMset01_attack_3,MonsterFlowerMset01_palette,applied,28,50,26,48,1,1,27,49,Sprites/Pixel/battle_unit16/MonsterFlowerMset01/MonsterFlowerMset01_attack_3.png
battle_unit16,npc66,injured,npc66_injured_1,npc66_palette,applied,35,27,33,25,1,1,34,26,Sprites/Pixel/battle_unit16/npc66/npc66_injured_1.png
battle_unit16,MonsterNightmareMset01,idle,MonsterNightmareMset01_idle_3,MonsterNightmareMset01_palette,applied,55,41,53,39,1,1,54,40,Sprites/Pixel/battle_unit16/MonsterNightmareMset01/MonsterNightmareMset01_idle_3.png
battle_unit16,npc65,plot1,npc65_plot1_11,npc65_palette,applied,32,51,30,49,1,1,31,50,Sprites/Pixel/battle_unit16/npc65/npc65_plot1_11.png
battle_unit16,MonsterFlowerMset01,anime1,MonsterFlowerMset01_anime1_1,MonsterFlowerMset01_palette,applied,9,11,7,9,1,1,8,10,Sprites/Pixel/battle_unit16/MonsterFlowerMset01/MonsterFlowerMset01_anime1_1.png
battle_unit16,npc66,idle,npc66_idle_2,npc66_palette,applied,38,27,36,25,1,1,37,26,Sprites/Pixel/battle_unit16/npc66/npc66_idle_2.png
battle_unit16,npc64,plot2,npc64_plot2_2,npc64_palette,applied,36,37,34,35,1,1,35,36,Sprites/Pixel/battle_unit16/npc64/npc64_plot2_2.png
battle_unit16,MonsterHermitcrabM4set01,idle,MonsterHermitcrabM4set01_idle_7,MonsterHermitcrabM4set01_palette,applied,45,43,43,41,1,1,44,42,Sprites/Pixel/battle_unit16/MonsterHermitcrabM4set01/MonsterHermitcrabM4set01_idle_7.png
battle_unit16,MonsterNightmareM4set01,idle,MonsterNightmareM4set01_idle_15,MonsterNightmareM4set01_palette,applied,54,44,52,42,1,1,53,43,Sprites/Pixel/battle_unit16/MonsterNightmareM4set01/MonsterNightmareM4set01_idle_15.png
battle_unit16,MonsterHermitcrabM3set01,attack,MonsterHermitcrabM3set01_attack_2,MonsterHermitcrabM3set01_palette,applied,43,45,41,43,1,1,42,44,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_attack_2.png
battle_unit16,MonsterSpiderM2set01,idle,MonsterSpiderM2set01_idle_0,MonsterSpiderM2set01_palette,applied,37,35,35,33,1,1,36,34,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_idle_0.png
battle_unit16,MonsterNightmareM5set01,idle,MonsterNightmareM5set01_idle_10,MonsterNightmareM5set01_palette,applied,52,42,50,40,1,1,51,41,Sprites/Pixel/battle_unit16/MonsterNightmareM5set01/MonsterNightmareM5set01_idle_10.png
battle_unit16,MonsterNightmareMset01,idle,MonsterNightmareMset01_idle_9,MonsterNightmareMset01_palette,applied,53,41,51,39,1,1,52,40,Sprites/Pixel/battle_unit16/MonsterNightmareMset01/MonsterNightmareMset01_idle_9.png
battle_unit16,npc64,idle,npc64_idle_5,npc64_palette,applied,25,50,23,48,1,1,24,49,Sprites/Pixel/battle_unit16/npc64/npc64_idle_5.png
battle_unit16,npc64,plot1,npc64_plot1_8,npc64_palette,applied,34,39,32,37,1,1,33,38,Sprites/Pixel/battle_unit16/npc64/npc64_plot1_8.png
battle_unit16,MonsterNightmareM4set01,idle,MonsterNightmareM4set01_idle_1,MonsterNightmareM4set01_palette,applied,52,43,50,41,1,1,51,42,Sprites/Pixel/battle_unit16/MonsterNightmareM4set01/MonsterNightmareM4set01_idle_1.png
battle_unit16,MonsterFlowerMset01,anime1,MonsterFlowerMset01_anime1_8,MonsterFlowerMset01_palette,applied,29,44,27,42,1,1,28,43,Sprites/Pixel/battle_unit16/MonsterFlowerMset01/MonsterFlowerMset01_anime1_8.png
battle_unit16,npc64,wait,npc64_wait_4,npc64_palette,applied,29,50,27,48,1,1,28,49,Sprites/Pixel/battle_unit16/npc64/npc64_wait_4.png
battle_unit16,npc66,plot2,npc66_plot2_10,npc66_palette,applied,37,30,35,28,1,1,36,29,Sprites/Pixel/battle_unit16/npc66/npc66_plot2_10.png
battle_unit16,MonsterSpiderM2set01,walk,MonsterSpiderM2set01_walk_6,MonsterSpiderM2set01_palette,applied,47,29,45,27,1,1,46,28,Sprites/Pixel/battle_unit16/MonsterSpiderM2set01/MonsterSpiderM2set01_walk_6.png
battle_unit16,MonsterNightmareM2set01,idle,MonsterNightmareM2set01_idle_10,MonsterNightmareM2set01_palette,applied,52,42,50,40,1,1,51,41,Sprites/Pixel/battle_unit16/MonsterNightmareM2set01/MonsterNightmareM2set01_idle_10.png
battle_unit16,MonsterNightmareMset01,injured,MonsterNightmareMset01_injured_0,MonsterNightmareMset01_palette,applied,53,40,51,38,1,1,52,39,Sprites/Pixel/battle_unit16/MonsterNightmareMset01/MonsterNightmareMset01_injured_0.png
battle_unit16,MonsterSlimeM3set01,attack,MonsterSlimeM3set01_attack_2,MonsterSlimeM3set01_palette,applied,64,48,62,46,1,1,63,47,Sprites/Pixel/battle_unit16/MonsterSlimeM3set01/MonsterSlimeM3set01_attack_2.png
battle_unit16,npc66,plot2,npc66_plot2_1,npc66_palette,applied,37,28,35,26,1,1,36,27,Sprites/Pixel/battle_unit16/npc66/npc66_plot2_1.png
battle_unit16,MonsterNightmareM5set01,idle,MonsterNightmareM5set01_idle_5,MonsterNightmareM5set01_palette,applied,55,48,53,46,1,1,54,47,Sprites/Pixel/battle_unit16/MonsterNightmareM5set01/MonsterNightmareM5set01_idle_5.png
battle_unit16,MonsterHermitcrabM3set01,walk,MonsterHermitcrabM3set01_walk_0,MonsterHermitcrabM3set01_palette,applied,42,45,40,43,1,1,41,44,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_walk_0.png
battle_unit16,MonsterNightmareM4set01,idle,MonsterNightmareM4set01_idle_9,MonsterNightmareM4set01_palette,applied,53,41,51,39,1,1,52,40,Sprites/Pixel/battle_unit16/MonsterNightmareM4set01/MonsterNightmareM4set01_idle_9.png
battle_unit16,npc65,plot1,npc65_plot1_16,npc65_palette,applied,39,45,37,43,1,1,38,44,Sprites/Pixel/battle_unit16/npc65/npc65_plot1_16.png
battle_unit16,npc68,idle,npc68_idle_0,npc68_palette,applied,42,30,40,28,1,1,41,29,Sprites/Pixel/battle_unit16/npc68/npc68_idle_0.png
battle_unit16,MonsterHermitcrabM3set01,idle,MonsterHermitcrabM3set01_idle_0,MonsterHermitcrabM3set01_palette,applied,40,44,38,42,1,1,39,43,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_idle_0.png
battle_unit16,npc66,idle,npc66_idle_3,npc66_palette,applied,36,27,34,25,1,1,35,26,Sprites/Pixel/battle_unit16/npc66/npc66_idle_3.png
battle_unit16,MonsterHermitcrabMset01,walk,MonsterHermitcrabMset01_walk_2,MonsterHermitcrabMset01_palette,applied,37,39,35,37,1,1,36,38,Sprites/Pixel/battle_unit16/MonsterHermitcrabMset01/MonsterHermitcrabMset01_walk_2.png
battle_unit16,MonsterNightmareMset01,idle,MonsterNightmareMset01_idle_6,MonsterNightmareMset01_palette,applied,58,50,56,48,1,1,57,49,Sprites/Pixel/battle_unit16/MonsterNightmareMset01/MonsterNightmareMset01_idle_6.png
battle_unit16,MonsterHermitcrabM3set01,injured,MonsterHermitcrabM3set01_injured_0,MonsterHermitcrabM3set01_palette,applied,45,43,43,41,1,1,44,42,Sprites/Pixel/battle_unit16/MonsterHermitcrabM3set01/MonsterHermitcrabM3set01_injured_0.png
battle_unit16,npc64,plot2,npc64_plot2_0,npc64_palette,applied,28,50,26,48,1,1,27,49,Sprites/Pixel/battle_unit16/npc64/npc64_plot2_0.png
battle_unit16,npc66,attack,npc66_attack_5,npc66_palette,applied,36,26,34,24,1,1,35,25,Sprites/Pixel/battle_unit16/npc66/npc66_attack_5.png
battle_unit16,MonsterHermitcrabM4set01,walk,MonsterHermitcrabM4set01_walk_5,MonsterHermitcrabM4set01_palette,applied,45,42,43,40,1,1,44,41,Sprites/Pixel/battle_unit16/MonsterHermitcrabM4set01/MonsterHermitcrabM4set01_walk_5.png
battle_unit16,npc65,idle,npc65_idle_6,npc65_palette,applied,29,53,27,51,1,1,28,52,Sprites/Pixel/battle_unit16/npc65/npc65_idle_6.png
battle_unit16,MonsterSlimeM3set01,walk,MonsterSlimeM3set01_walk_6,MonsterSlimeM3set01_palette,applied,48,49,46,47,1,1,47,48,Sprites/Pixel/battle_unit16/MonsterSlimeM3set01/MonsterSlimeM3set01_walk_6.png
