group,bundle,texture,width,height,trim_width,trim_height,path
character,icon_character1,character_npc77,128,128,52,90,Sprites/Pixel/character/icon_character1/character_npc77.png
character,icon_character1,character_crimsonpriestfset01,128,128,60,108,Sprites/Pixel/character/icon_character1/character_crimsonpriestfset01.png
character,icon_character1,character_papallancermset01,128,128,86,125,Sprites/Pixel/character/icon_character1/character_papallancermset01.png
character,icon_character1,character_monsterslimemset03,128,128,91,84,Sprites/Pixel/character/icon_character1/character_monsterslimemset03.png
character,icon_character1,character_monsterslimemset01,128,128,90,80,Sprites/Pixel/character/icon_character1/character_monsterslimemset01.png
character,icon_character1,character_monsterflowerm4set03,128,128,72,104,Sprites/Pixel/character/icon_character1/character_monsterflowerm4set03.png
character,icon_character1,character_terroristberserkermset01,128,128,84,88,Sprites/Pixel/character/icon_character1/character_terroristberserkermset01.png
character,icon_character1,character_tbossstarmset01,144,144,104,136,Sprites/Pixel/character/icon_character1/character_tbossstarmset01.png
character,icon_character1,character_uahlongearsfset01,128,128,78,98,Sprites/Pixel/character/icon_character1/character_uahlongearsfset01.png
character,icon_character1,character_uwhgmset01,128,128,102,93,Sprites/Pixel/character/icon_character1/character_uwhgmset01.png
character,icon_character1,character_npc71,140,140,140,140,Sprites/Pixel/character/icon_character1/character_npc71.png
character,icon_character1,character_hluciaaugurfdeerfset01,128,128,87,112,Sprites/Pixel/character/icon_character1/character_hluciaaugurfdeerfset01.png
character,icon_character1,character_hsolomonladypresidentfset01,128,128,60,99,Sprites/Pixel/character/icon_character1/character_hsolomonladypresidentfset01.png
character,icon_character1,character_crimsonassassinm4set02,128,128,66,84,Sprites/Pixel/character/icon_character1/character_crimsonassassinm4set02.png
character,icon_character1,character_tbossmagicianmset03,208,208,164,192,Sprites/Pixel/character/icon_character1/character_tbossmagicianmset03.png
character,icon_character1,character_npc52,128,128,42,96,Sprites/Pixel/character/icon_character1/character_npc52.png
character,icon_character1,character_hbanditthemaskmset01,128,128,62,86,Sprites/Pixel/character/icon_character1/character_hbanditthemaskmset01.png
character,icon_character1,character_tbosshierophantmset01,192,192,143,147,Sprites/Pixel/character/icon_character1/character_tbosshierophantmset01.png
character,icon_character1,character_monsterhermitcrabmset01,128,128,68,78,Sprites/Pixel/character/icon_character1/character_monsterhermitcrabmset01.png
character,icon_character1,character_tbossstrengthmset02,192,192,134,142,Sprites/Pixel/character/icon_character1/character_tbossstrengthmset02.png
character,icon_character1,character_playermset01,128,128,60,98,Sprites/Pixel/character/icon_character1/character_playermset01.png
character,icon_character1,character_playerm2set01,128,128,42,100,Sprites/Pixel/character/icon_character1/character_playerm2set01.png
character,icon_character1,character_darklightdarkwizzardfset01,128,128,54,90,Sprites/Pixel/character/icon_character1/character_darklightdarkwizzardfset01.png
character,icon_character1,character_tbossmagicianmset01,208,208,164,192,Sprites/Pixel/character/icon_character1/character_tbossmagicianmset01.png
character,icon_character1,character_hirialadymunafset05,128,128,46,92,Sprites/Pixel/character/icon_character1/character_hirialadymunafset05.png
character,icon_character1,character_npc49,128,128,51,88,Sprites/Pixel/character/icon_character1/character_npc49.png
character,icon_character1,character_npc28,128,128,45,98,Sprites/Pixel/character/icon_character1/character_npc28.png
character,icon_character1,character_tarotguardmset01,128,128,96,114,Sprites/Pixel/character/icon_character1/character_tarotguardmset01.png
character,icon_character1,character_hplayerleaderadafset01,128,128,42,91,Sprites/Pixel/character/icon_character1/character_hplayerleaderadafset01.png
character,icon_character1,character_tarotshooterm3set02,128,128,100,114,Sprites/Pixel/character/icon_character1/character_tarotshooterm3set02.png
character,icon_character1,character_npc37,128,128,44,84,Sprites/Pixel/character/icon_character1/character_npc37.png
character,icon_character1,character_npc09,128,128,42,80,Sprites/Pixel/character/icon_character1/character_npc09.png
character,icon_character1,character_hknightsoldknightm2set01,128,128,40,98,Sprites/Pixel/character/icon_character1/character_hknightsoldknightm2set01.png
character,icon_character1,character_hknightspaladinf2set01,128,128,64,100,Sprites/Pixel/character/icon_character1/character_hknightspaladinf2set01.png
character,icon_character1,character_monsterslimem2set05,128,128,73,52,Sprites/Pixel/character/icon_character1/character_monsterslimem2set05.png
character,icon_character1,character_npc23,128,128,86,122,Sprites/Pixel/character/icon_character1/character_npc23.png
character,icon_character1,character_banditberserkerfset01,128,128,94,88,Sprites/Pixel/character/icon_character1/character_banditberserkerfset01.png
character,icon_character1,character_npc68,128,128,52,82,Sprites/Pixel/character/icon_character1/character_npc68.png
character,icon_character1,character_zrevive,160,160,68,134,Sprites/Pixel/character/icon_character1/character_zrevive.png
character,icon_character1,character_hpapalteameteormset01,128,128,82,114,Sprites/Pixel/character/icon_character1/character_hpapalteameteormset01.png
character,icon_character1,character_tbosswandsmset01,128,128,102,116,Sprites/Pixel/character/icon_character1/character_tbosswandsmset01.png
character,icon_character1,character_papalnightwalkermset01,128,128,96,92,Sprites/Pixel/character/icon_character1/character_papalnightwalkermset01.png
character,icon_character1,character_luciaberserkermset01,128,128,90,90,Sprites/Pixel/character/icon_character1/character_luciaberserkermset01.png
character,icon_character1,character_monsterfrogmset01,128,128,50,44,Sprites/Pixel/character/icon_character1/character_monsterfrogmset01.png
character,icon_character1,character_hvilderwitchf2set01,128,128,74,108,Sprites/Pixel/character/icon_character1/character_hvilderwitchf2set01.png
character,icon_character1,character_hplayermercenaryboymset01,128,128,70,94,Sprites/Pixel/character/icon_character1/character_hplayermercenaryboymset01.png
character,icon_character1,character_tarotshooterm2set01,128,128,102,98,Sprites/Pixel/character/icon_character1/character_tarotshooterm2set01.png
character,icon_character1,character_ycxiaosongshu,128,128,28,36,Sprites/Pixel/character/icon_character1/character_ycxiaosongshu.png
character,icon_character1,character_monsterwolfset01,128,128,96,72,Sprites/Pixel/character/icon_character1/character_monsterwolfset01.png
character,icon_character1,character_hknightspaladinf2set02,160,160,80,152,Sprites/Pixel/character/icon_character1/character_hknightspaladinf2set02.png
character,icon_character1,character_npc10,128,128,45,98,Sprites/Pixel/character/icon_character1/character_npc10.png
character,icon_character1,character_npc72,112,112,112,112,Sprites/Pixel/character/icon_character1/character_npc72.png
character,icon_character1,character_npc32,128,128,44,86,Sprites/Pixel/character/icon_character1/character_npc32.png
character,icon_character1,character_npc26,128,128,50,94,Sprites/Pixel/character/icon_character1/character_npc26.png
character,icon_character1,character_lionknightspriestfset01,128,128,88,95,Sprites/Pixel/character/icon_character1/character_lionknightspriestfset01.png
character,icon_character1,character_monsterspidermset04,128,128,68,72,Sprites/Pixel/character/icon_character1/character_monsterspidermset04.png
character,icon_character1,character_npc84,128,128,48,87,Sprites/Pixel/character/icon_character1/character_npc84.png
character,icon_character1,character_npc62,128,128,40,80,Sprites/Pixel/character/icon_character1/character_npc62.png
character,icon_character1,character_cocoabook,128,128,46,30,Sprites/Pixel/character/icon_character1/character_cocoabook.png
character,icon_character1,character_npc46,128,128,52,88,Sprites/Pixel/character/icon_character1/character_npc46.png
character,icon_character1,character_tkcroflockw02,160,160,140,78,Sprites/Pixel/character/icon_character1/character_tkcroflockw02.png
character,icon_character1,character_hsolomonmissyef2set01,128,128,76,96,Sprites/Pixel/character/icon_character1/character_hsolomonmissyef2set01.png
character,icon_character1,character_solomonguardianmset01,128,128,94,112,Sprites/Pixel/character/icon_character1/character_solomonguardianmset01.png
character,icon_character1,character_npc76,128,128,42,96,Sprites/Pixel/character/icon_character1/character_npc76.png
character,icon_character1,character_npc41,128,128,44,80,Sprites/Pixel/character/icon_character1/character_npc41.png
character,icon_character1,character_monsterslimem3set01,128,128,108,86,Sprites/Pixel/character/icon_character1/character_monsterslimem3set01.png
character,icon_character1,character_npc30,128,128,44,94,Sprites/Pixel/character/icon_character1/character_npc30.png
character,icon_character1,character_hirialadymunafset06,128,128,58,92,Sprites/Pixel/character/icon_character1/character_hirialadymunafset06.png
character,icon_character1,character_hirialadymunafset03,128,128,44,92,Sprites/Pixel/character/icon_character1/character_hirialadymunafset03.png
character,icon_character1,character_hpapalajudgerfset01,128,128,48,96,Sprites/Pixel/character/icon_character1/character_hpapalajudgerfset01.png
character,icon_character1,character_tkdog01,128,128,50,54,Sprites/Pixel/character/icon_character1/character_tkdog01.png
character,icon_character1,character_iriafirewizzardfset01,128,128,72,94,Sprites/Pixel/character/icon_character1/character_iriafirewizzardfset01.png
character,icon_character1,character_hknightsknightparsifalmset02,128,128,94,102,Sprites/Pixel/character/icon_character1/character_hknightsknightparsifalmset02.png
character,icon_character1,character_tbosschariotmset01,160,160,146,132,Sprites/Pixel/character/icon_character1/character_tbosschariotmset01.png
character,icon_character1,character_playerfset01,128,128,92,92,Sprites/Pixel/character/icon_character1/character_playerfset01.png
character,icon_character1,character_npc07,128,128,51,90,Sprites/Pixel/character/icon_character1/character_npc07.png
character,icon_character1,character_uanpc01,128,128,54,94,Sprites/Pixel/character/icon_character1/character_uanpc01.png
character,icon_character1,character_npc60,128,128,39,87,Sprites/Pixel/character/icon_character1/character_npc60.png
character,icon_character1,character_iriapriestfset02,128,128,52,96,Sprites/Pixel/character/icon_character1/character_iriapriestfset02.png
character,icon_character1,character_solomonassassinmset01,128,128,76,106,Sprites/Pixel/character/icon_character1/character_solomonassassinmset01.png
character,icon_character1,character_piratelancermset01,128,128,90,82,Sprites/Pixel/character/icon_character1/character_piratelancermset01.png
character,icon_character1,character_winter,140,140,66,126,Sprites/Pixel/character/icon_character1/character_winter.png
character,icon_character1,character_hvildersistersingerfset01,128,128,54,106,Sprites/Pixel/character/icon_character1/character_hvildersistersingerfset01.png
character,icon_character1,character_hirialadymunafset02,128,128,48,90,Sprites/Pixel/character/icon_character1/character_hirialadymunafset02.png
character,icon_character1,character_npc83,128,128,48,87,Sprites/Pixel/character/icon_character1/character_npc83.png
character,icon_character1,character_npc33,128,128,54,104,Sprites/Pixel/character/icon_character1/character_npc33.png
character,icon_character1,character_hknightsknightyserindefset01,128,128,58,96,Sprites/Pixel/character/icon_character1/character_hknightsknightyserindefset01.png
character,icon_character1,character_tarotguardm2set01,128,128,112,117,Sprites/Pixel/character/icon_character1/character_tarotguardm2set01.png
character,icon_character1,character_monsterboarmset02,128,128,85,78,Sprites/Pixel/character/icon_character1/character_monsterboarmset02.png
character,icon_character1,character_tarotagilem2set01,128,128,48,118,Sprites/Pixel/character/icon_character1/character_tarotagilem2set01.png
character,icon_character1,character_uamonsterghostmset01,128,128,48,92,Sprites/Pixel/character/icon_character1/character_uamonsterghostmset01.png
character,icon_character1,character_monsterspidermset02,128,128,68,72,Sprites/Pixel/character/icon_character1/character_monsterspidermset02.png
character,icon_character1,character_papaldarkwizzardfset01,128,128,92,108,Sprites/Pixel/character/icon_character1/character_papaldarkwizzardfset01.png
character,icon_character1,character_luciaarcherfset01,128,128,78,85,Sprites/Pixel/character/icon_character1/character_luciaarcherfset01.png
character,icon_character1,character_hknightskingcamelotmset01,128,128,90,114,Sprites/Pixel/character/icon_character1/character_hknightskingcamelotmset01.png
character,icon_character1,character_knightsicewizzardfset01,128,128,72,90,Sprites/Pixel/character/icon_character1/character_knightsicewizzardfset01.png
character,icon_character1,character_banditassassinmmset01,128,128,70,93,Sprites/Pixel/character/icon_character1/character_banditassassinmmset01.png
character,icon_character1,character_luciaguardianmset01,128,128,98,93,Sprites/Pixel/character/icon_character1/character_luciaguardianmset01.png
character,icon_character1,character_tbossempressfset01,192,192,117,156,Sprites/Pixel/character/icon_character1/character_tbossempressfset01.png
character,icon_character1,character_hplayerlittlewitchfset01,128,128,75,88,Sprites/Pixel/character/icon_character1/character_hplayerlittlewitchfset01.png
character,icon_character1,character_tbossmagicianmset02,208,208,165,192,Sprites/Pixel/character/icon_character1/character_tbossmagicianmset02.png
character,icon_character1,character_npc08,128,128,36,78,Sprites/Pixel/character/icon_character1/character_npc08.png
character,icon_character1,character_sredparrot,128,128,36,70,Sprites/Pixel/character/icon_character1/character_sredparrot.png
character,icon_character1,character_tbossstrengthmset01,192,192,138,142,Sprites/Pixel/character/icon_character1/character_tbossstrengthmset01.png
character,icon_character1,character_hsolomonmissyefset01,128,128,48,100,Sprites/Pixel/character/icon_character1/character_hsolomonmissyefset01.png
character,icon_character1,character_banditicewizzardfset01,128,128,72,94,Sprites/Pixel/character/icon_character1/character_banditicewizzardfset01.png
character,icon_character1,character_monsterfrogmset04,128,128,50,44,Sprites/Pixel/character/icon_character1/character_monsterfrogmset04.png
character,icon_character1,character_hknightskingcamelotm2set01,128,128,88,110,Sprites/Pixel/character/icon_character1/character_hknightskingcamelotm2set01.png
character,icon_character1,character_monsterhermitcrabm2set01,128,128,84,86,Sprites/Pixel/character/icon_character1/character_monsterhermitcrabm2set01.png
character,icon_character1,character_hvilderwitchfset01,128,128,74,107,Sprites/Pixel/character/icon_character1/character_hvilderwitchfset01.png
character,icon_character1,character_uanpc04,128,128,46,92,Sprites/Pixel/character/icon_character1/character_uanpc04.png
character,icon_character1,character_scorchjavelinfset01,128,128,74,84,Sprites/Pixel/character/icon_character1/character_scorchjavelinfset01.png
character,icon_character1,character_npc93,128,128,48,100,Sprites/Pixel/character/icon_character1/character_npc93.png
character,icon_character1,character_monsterslimemset02,128,128,91,84,Sprites/Pixel/character/icon_character1/character_monsterslimemset02.png
character,icon_character1,character_banditassassinm2set01,128,128,70,93,Sprites/Pixel/character/icon_character1/character_banditassassinm2set01.png
character,icon_character1,character_monsterwolfset02,128,128,96,72,Sprites/Pixel/character/icon_character1/character_monsterwolfset02.png
character,icon_character1,character_npc58,128,128,44,84,Sprites/Pixel/character/icon_character1/character_npc58.png
character,icon_character1,character_lionknightsguardianmset01,128,128,90,106,Sprites/Pixel/character/icon_character1/character_lionknightsguardianmset01.png
character,icon_character1,character_iriafirewizzardf2set01,128,128,74,94,Sprites/Pixel/character/icon_character1/character_iriafirewizzardf2set01.png
character,icon_character1,character_uwhcfset01,128,128,54,106,Sprites/Pixel/character/icon_character1/character_uwhcfset01.png
character,icon_character1,character_hsolomonhalfbloodgirlf2set01,128,128,100,98,Sprites/Pixel/character/icon_character1/character_hsolomonhalfbloodgirlf2set01.png
character,icon_character1,character_monsterboarmset01,128,128,85,78,Sprites/Pixel/character/icon_character1/character_monsterboarmset01.png
character,icon_character1,character_pirateberserkermset01,128,128,90,90,Sprites/Pixel/character/icon_character1/character_pirateberserkermset01.png
character,icon_character1,character_monsterfireballmset01,128,128,72,114,Sprites/Pixel/character/icon_character1/character_monsterfireballmset01.png
character,icon_character1,character_solomonoldcraftsmanmset01,128,128,88,82,Sprites/Pixel/character/icon_character1/character_solomonoldcraftsmanmset01.png
character,icon_character1,character_npc73,128,128,42,102,Sprites/Pixel/character/icon_character1/character_npc73.png
character,icon_character1,character_solomonhashemmset01,128,128,66,96,Sprites/Pixel/character/icon_character1/character_solomonhashemmset01.png
character,icon_character1,character_knightsguardianmset02,128,128,100,106,Sprites/Pixel/character/icon_character1/character_knightsguardianmset02.png
character,icon_character1,character_zpvpnapper,140,140,66,126,Sprites/Pixel/character/icon_character1/character_zpvpnapper.png
character,icon_character1,character_iriadoctorfset01,128,128,70,104,Sprites/Pixel/character/icon_character1/character_iriadoctorfset01.png
character,icon_character1,character_hpolicetwinsmset01,128,128,54,93,Sprites/Pixel/character/icon_character1/character_hpolicetwinsmset01.png
character,icon_character1,character_uanpc03,128,128,40,78,Sprites/Pixel/character/icon_character1/character_uanpc03.png
character,icon_character1,character_npc81,128,128,42,84,Sprites/Pixel/character/icon_character1/character_npc81.png
character,icon_character1,character_tarotnormalmset01,128,128,104,90,Sprites/Pixel/character/icon_character1/character_tarotnormalmset01.png
character,icon_character1,character_banditguardianm2set01,128,128,98,93,Sprites/Pixel/character/icon_character1/character_banditguardianm2set01.png
character,icon_character1,character_hplayermercenarygirlf3set01,128,128,108,118,Sprites/Pixel/character/icon_character1/character_hplayermercenarygirlf3set01.png
character,icon_character1,character_hpoliceleaderfset01,128,128,80,92,Sprites/Pixel/character/icon_character1/character_hpoliceleaderfset01.png
character,icon_character1,character_knightsberserkermset01,128,128,92,114,Sprites/Pixel/character/icon_character1/character_knightsberserkermset01.png
character,icon_character1,character_npc57,128,128,42,96,Sprites/Pixel/character/icon_character1/character_npc57.png
character,icon_character1,character_zpvparcher,140,140,66,126,Sprites/Pixel/character/icon_character1/character_zpvparcher.png
character,icon_character1,character_npc50,128,128,48,90,Sprites/Pixel/character/icon_character1/character_npc50.png
character,icon_character1,character_npc19,128,128,51,100,Sprites/Pixel/character/icon_character1/character_npc19.png
character,icon_character1,character_hknightssisterfset01,128,128,94,99,Sprites/Pixel/character/icon_character1/character_hknightssisterfset01.png
character,icon_character1,character_tbossswordsmset01,160,160,102,136,Sprites/Pixel/character/icon_character1/character_tbossswordsmset01.png
character,icon_character1,character_solomondarkwizzardfset02,128,128,52,96,Sprites/Pixel/character/icon_character1/character_solomondarkwizzardfset02.png
character,icon_character1,character_monsterscorpionmset05,128,128,84,84,Sprites/Pixel/character/icon_character1/character_monsterscorpionmset05.png
character,icon_character1,character_hpapalbishopf,128,128,73,82,Sprites/Pixel/character/icon_character1/character_hpapalbishopf.png
character,icon_character1,character_uamonsterchestsmset02,128,128,58,58,Sprites/Pixel/character/icon_character1/character_uamonsterchestsmset02.png
character,icon_character1,character_mercenaryberserkerfset01,128,128,90,86,Sprites/Pixel/character/icon_character1/character_mercenaryberserkerfset01.png
character,icon_character1,character_brambleknightslancerm2set01,128,128,84,122,Sprites/Pixel/character/icon_character1/character_brambleknightslancerm2set01.png
character,icon_character1,character_npc39,128,128,42,96,Sprites/Pixel/character/icon_character1/character_npc39.png
character,icon_character1,character_policelongswordmset01,128,128,92,100,Sprites/Pixel/character/icon_character1/character_policelongswordmset01.png
character,icon_character1,character_hpolicetwinsf2set01,128,128,90,94,Sprites/Pixel/character/icon_character1/character_hpolicetwinsf2set01.png
character,icon_character1,character_monsterraccoonmset04,128,128,79,54,Sprites/Pixel/character/icon_character1/character_monsterraccoonmset04.png
character,icon_character1,character_luciaarcherfset02,128,128,76,88,Sprites/Pixel/character/icon_character1/character_luciaarcherfset02.png
character,icon_character1,character_hluciarabbitricofset01,128,128,88,94,Sprites/Pixel/character/icon_character1/character_hluciarabbitricofset01.png
character,icon_character1,character_hplayermercenarygirlf5set01,128,128,106,122,Sprites/Pixel/character/icon_character1/character_hplayermercenarygirlf5set01.png
character,icon_character1,character_monsterfrogmset03,128,128,50,44,Sprites/Pixel/character/icon_character1/character_monsterfrogmset03.png
character,icon_character1,character_hplayermercenarygirlf2set01,128,128,72,94,Sprites/Pixel/character/icon_character1/character_hplayermercenarygirlf2set01.png
character,icon_character1,character_monsterraccoonmset03,128,128,79,54,Sprites/Pixel/character/icon_character1/character_monsterraccoonmset03.png
character,icon_character1,character_monsterspidermset01,128,128,68,72,Sprites/Pixel/character/icon_character1/character_monsterspidermset01.png
character,icon_character1,character_scorchdancerfset01,128,128,60,102,Sprites/Pixel/character/icon_character1/character_scorchdancerfset01.png
character,icon_character1,character_mercenarylancermset01,128,128,90,84,Sprites/Pixel/character/icon_character1/character_mercenarylancermset01.png
character,icon_character1,character_tarotagilemset02,128,128,106,108,Sprites/Pixel/character/icon_character1/character_tarotagilemset02.png
character,icon_character1,character_papalpriestfset01,128,128,50,100,Sprites/Pixel/character/icon_character1/character_papalpriestfset01.png
character,icon_character1,character_hknightsoldknightmset01,128,128,84,88,Sprites/Pixel/character/icon_character1/character_hknightsoldknightmset01.png
character,icon_character1,character_papaljavelinfset01,128,128,74,84,Sprites/Pixel/character/icon_character1/character_papaljavelinfset01.png
character,icon_character1,character_hvildermusicianmset01,128,128,78,108,Sprites/Pixel/character/icon_character1/character_hvildermusicianmset01.png
character,icon_character1,character_lionknightsberserkermset01,128,128,92,114,Sprites/Pixel/character/icon_character1/character_lionknightsberserkermset01.png
character,icon_character1,character_hknightsoldknightmset09,128,128,102,108,Sprites/Pixel/character/icon_character1/character_hknightsoldknightmset09.png
character,icon_character1,character_uwmonsterbossmset01,192,192,126,178,Sprites/Pixel/character/icon_character1/character_uwmonsterbossmset01.png
character,icon_character1,character_uamonsterchefmset01,128,128,122,112,Sprites/Pixel/character/icon_character1/character_uamonsterchefmset01.png
character,icon_character1,character_tarotshooterm3set01,128,128,100,114,Sprites/Pixel/character/icon_character1/character_tarotshooterm3set01.png
character,icon_character1,character_hvildersisterchieffset01,128,128,70,92,Sprites/Pixel/character/icon_character1/character_hvildersisterchieffset01.png
character,icon_character1,character_hirialadymunafset01,128,128,44,92,Sprites/Pixel/character/icon_character1/character_hirialadymunafset01.png
character,icon_character1,character_darklightassassinmset01,128,128,70,93,Sprites/Pixel/character/icon_character1/character_darklightassassinmset01.png
character,icon_character1,character_hvilderjokerfset01,128,128,64,98,Sprites/Pixel/character/icon_character1/character_hvilderjokerfset01.png
character,icon_character1,character_monsterwolfset03,128,128,96,72,Sprites/Pixel/character/icon_character1/character_monsterwolfset03.png
character,icon_character1,character_secretcat03,128,128,34,38,Sprites/Pixel/character/icon_character1/character_secretcat03.png
character,icon_character1,character_hdarklightdarkknightmset02,128,128,102,82,Sprites/Pixel/character/icon_character1/character_hdarklightdarkknightmset02.png
character,icon_character1,character_monsternightmaremset01,128,128,112,80,Sprites/Pixel/character/icon_character1/character_monsternightmaremset01.png
character,icon_character1,character_hsolomonhalfbloodgirlfset01,128,128,102,94,Sprites/Pixel/character/icon_character1/character_hsolomonhalfbloodgirlfset01.png
character,icon_character1,character_luciaicewizzardfset03,128,128,74,100,Sprites/Pixel/character/icon_character1/character_luciaicewizzardfset03.png
character,icon_character1,character_npc79,128,128,51,88,Sprites/Pixel/character/icon_character1/character_npc79.png
character,icon_character1,character_vilderassassinmset01,128,128,64,86,Sprites/Pixel/character/icon_character1/character_vilderassassinmset01.png
character,icon_character1,character_tbossstrengthfset02,160,160,114,138,Sprites/Pixel/character/icon_character1/character_tbossstrengthfset02.png
character,icon_character1,character_hpapalmercenaryleadermset01,128,128,69,99,Sprites/Pixel/character/icon_character1/character_hpapalmercenaryleadermset01.png
character,icon_character1,character_monsterfrogmset02,128,128,50,44,Sprites/Pixel/character/icon_character1/character_monsterfrogmset02.png
character,icon_character1,character_tarotguardm2set02,128,128,112,117,Sprites/Pixel/character/icon_character1/character_tarotguardm2set02.png
character,icon_character1,character_monsterscorpionmset03,128,128,84,84,Sprites/Pixel/character/icon_character1/character_monsterscorpionmset03.png
character,icon_character1,character_hiriafprincemset01,128,128,66,99,Sprites/Pixel/character/icon_character1/character_hiriafprincemset01.png
character,icon_character1,character_npc29,128,128,44,94,Sprites/Pixel/character/icon_character1/character_npc29.png
character,icon_character1,character_yserindeknightslongswordfset01,128,128,62,102,Sprites/Pixel/character/icon_character1/character_yserindeknightslongswordfset01.png
character,icon_character1,character_tarotagilem2set02,128,128,48,118,Sprites/Pixel/character/icon_character1/character_tarotagilem2set02.png
character,icon_character1,character_uahshorthairfset01,128,128,52,95,Sprites/Pixel/character/icon_character1/character_uahshorthairfset01.png
character,icon_character1,character_uwhgm2set01,128,128,102,93,Sprites/Pixel/character/icon_character1/character_uwhgm2set01.png
character,icon_character1,character_papalguardianmset02,128,128,96,86,Sprites/Pixel/character/icon_character1/character_papalguardianmset02.png
character,icon_character1,character_monsterraccoonmset01,128,128,79,54,Sprites/Pixel/character/icon_character1/character_monsterraccoonmset01.png
character,icon_character1,character_hpapalsamanthafset01,128,128,93,103,Sprites/Pixel/character/icon_character1/character_hpapalsamanthafset01.png
character,icon_character1,character_zhide,128,128,121,74,Sprites/Pixel/character/icon_character1/character_zhide.png
character,icon_character1,character_hdarklightdarkknightmset01,128,128,120,116,Sprites/Pixel/character/icon_character1/character_hdarklightdarkknightmset01.png
character,icon_character1,character_militarycrossbowmset01,128,128,58,84,Sprites/Pixel/character/icon_character1/character_militarycrossbowmset01.png
character,icon_character1,character_crimsoncrossbowmset01,128,128,64,106,Sprites/Pixel/character/icon_character1/character_crimsoncrossbowmset01.png
character,icon_character1,character_iriaguardianmset03,128,128,96,96,Sprites/Pixel/character/icon_character1/character_iriaguardianmset03.png
character,icon_character1,character_solomondancerfset01,128,128,60,102,Sprites/Pixel/character/icon_character1/character_solomondancerfset01.png
character,icon_character1,character_hknightsknightparsifalmset01,128,128,94,102,Sprites/Pixel/character/icon_character1/character_hknightsknightparsifalmset01.png
character,icon_character1,character_npc34,128,128,48,102,Sprites/Pixel/character/icon_character1/character_npc34.png
character,icon_character1,character_monsterhoodset01,128,128,56,124,Sprites/Pixel/character/icon_character1/character_monsterhoodset01.png
character,icon_character1,character_hpapallegendarywitchfset01,128,128,96,110,Sprites/Pixel/character/icon_character1/character_hpapallegendarywitchfset01.png
character,icon_character1,character_solomondarkwizzardfset03,128,128,52,96,Sprites/Pixel/character/icon_character1/character_solomondarkwizzardfset03.png
character,icon_character1,character_hcrimsonlavierf3set01,128,128,128,128,Sprites/Pixel/character/icon_character1/character_hcrimsonlavierf3set01.png
character,icon_character1,character_uamonsterchestsmset01,128,128,76,66,Sprites/Pixel/character/icon_character1/character_uamonsterchestsmset01.png
character_head,icon_character_head1,character_head_monsterbearmset01,64,64,54,56,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterbearmset01.png
character_head,icon_character_head1,character_head_npc53,64,64,42,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc53.png
character_head,icon_character_head1,character_head_hknightspaladinf2set01,64,64,50,56,Sprites/Pixel/character_head/icon_character_head1/character_head_hknightspaladinf2set01.png
character_head,icon_character_head1,character_head_tarotguardm2set02,64,64,60,62,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotguardm2set02.png
character_head,icon_character_head1,character_head_brambleknightspriestfset01,64,64,48,56,Sprites/Pixel/character_head/icon_character_head1/character_head_brambleknightspriestfset01.png
character_head,icon_character_head1,character_head_knightsguardianm2set01,64,64,45,60,Sprites/Pixel/character_head/icon_character_head1/character_head_knightsguardianm2set01.png
character_head,icon_character_head1,character_head_uanpc01,64,64,42,50,Sprites/Pixel/character_head/icon_character_head1/character_head_uanpc01.png
character_head,icon_character_head1,character_head_npc73,64,64,45,58,Sprites/Pixel/character_head/icon_character_head1/character_head_npc73.png
character_head,icon_character_head1,character_head_uamonsterchefmset01,64,64,52,59,Sprites/Pixel/character_head/icon_character_head1/character_head_uamonsterchefmset01.png
character_head,icon_character_head1,character_head_solomonguardianm2set01,64,64,44,60,Sprites/Pixel/character_head/icon_character_head1/character_head_solomonguardianm2set01.png
character_head,icon_character_head1,character_head_npc50,64,64,44,50,Sprites/Pixel/character_head/icon_character_head1/character_head_npc50.png
character_head,icon_character_head1,character_head_npc30,64,64,40,54,Sprites/Pixel/character_head/icon_character_head1/character_head_npc30.png
character_head,icon_character_head1,character_head_monsterslimemset03,64,64,56,58,Sprites/Pixel/character_head/icon_character_head1/character_head_monsterslimemset03.png
character_head,icon_character_head1,character_head_npc79,64,64,44,52,Sprites/Pixel/character_head/icon_character_head1/character_head_npc79.png
character_head,icon_character_head1,character_head_knightsguardianmset04,64,64,52,60,Sprites/Pixel/character_head/icon_character_head1/character_head_knightsguardianmset04.png
character_head,icon_character_head1,character_head_hpolicetwinsmset01,64,64,42,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hpolicetwinsmset01.png
character_head,icon_character_head1,character_head_hiriacommandermset01,64,64,46,54,Sprites/Pixel/character_head/icon_character_head1/character_head_hiriacommandermset01.png
character_head,icon_character_head1,character_head_tbossstrengthmset02,64,64,60,60,Sprites/Pixel/character_head/icon_character_head1/character_head_tbossstrengthmset02.png
character_head,icon_character_head1,character_head_npc31,64,64,44,56,Sprites/Pixel/character_head/icon_character_head1/character_head_npc31.png
character_head,icon_character_head1,character_head_cat,64,64,34,38,Sprites/Pixel/character_head/icon_character_head1/character_head_cat.png
character_head,icon_character_head1,character_head_tarotagilemset02,64,64,55,62,Sprites/Pixel/character_head/icon_character_head1/character_head_tarotagilemset02.png
